구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
공중화장실,부천종합운동장,경기도부천시원미구길주로지하502,경기도부천시원미구길주로지하502,N,4,2,1,0,0,0,6,1,0,서울교통공사,02-6311-7521,05:00~01:00,12-Oct,37.505452,126.795309,2018-02-28
공중화장실,부평구청,인천광역시부평구길주로지하527,인천광역시부평구길주로지하527,N,17,12,1,0,0,0,18,1,0,서울교통공사,02-6311-7591,05:00~01:00,12-Oct,37.508073,126.718721,2018-02-28
공중화장실,부평구청,인천광역시부평구길주로지하527,인천광역시부평구길주로지하527,N,4,3,1,0,0,0,3,1,0,서울교통공사,02-6311-7591,05:00~01:00,12-Oct,37.508073,126.718721,2018-02-28
공중화장실,불광,서울특별시은평구통일로지하723-1,서울특별시은평구통일로지하723-1,N,9,7,1,0,0,0,4,1,0,서울교통공사,02-6311-6121,05:00~01:00,01-Mar,37.610098,126.928007,2018-02-28
공중화장실,불광,서울특별시은평구통일로지하723-1,서울특별시은평구불광1동281,N,3,3,1,0,0,0,4,1,0,서울교통공사,02-6110-3221,05:00~01:00,Jan-00,37.610483,126.929288,2018-02-28
공중화장실,사가정,서울특별시중랑구사가정로지하393,서울특별시중랑구사가정로지하393,N,7,5,1,0,1,0,7,1,1,서울교통공사,02-6311-7221,05:00~01:00,09-Jul,37.580966,127.086314,2018-02-28
공중화장실,사당(2)(낙성대역측),서울특별시동작구남부순환로지하2089,서울특별시동작구사당1동1112,N,7,6,2,0,2,1,15,2,2,서울교통공사,02-6110-2261,05:00~01:00,13-Jan,37.476484,126.981396,2018-02-28
공중화장실,사당(2)(방배역측),서울특별시동작구남부순환로지하2089,서울특별시동작구사당1동1112,N,3,3,1,0,0,0,6,1,0,서울교통공사,02-6110-2261,05:00~01:00,Jan-00,37.476484,126.981396,2018-02-28
공중화장실,사당(4)(지하1층남태령역측),서울특별시동작구동작대로지하3,서울특별시동작구사당1동1112,N,5,6,2,0,2,0,14,2,3,서울교통공사,02-6110-4331,05:00~01:00,09-Jan,37.476825,126.981583,2018-02-28
공중화장실,사당(4)(지하1층총신대역측),서울특별시동작구동작대로지하3,서울특별시동작구사당1동1112,N,4,3,2,0,1,1,7,2,1,서울교통공사,02-6110-4331,05:00~01:00,09-Jan,37.476825,126.981583,2018-02-28
공중화장실,사당(4)(지하2층환승통로),서울특별시동작구동작대로지하3,서울특별시동작구사당1동1112,N,5,4,1,0,0,0,10,1,0,서울교통공사,02-6110-4331,05:00~01:00,Jan-00,37.476825,126.981583,2018-02-28
공중화장실,산성,경기도성남시수정구수정로지하365,경기도성남시수정구수정로지하365,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8211,05:00~01:00,13-Nov,37.470375,127.11793,2018-02-28
공중화장실,삼각지,서울특별시용산구한강대로지하180,서울특별시용산구한강로1가293,N,4,3,2,0,1,1,10,2,1,서울교통공사,02-6110-4281,05:00~01:00,10-Jan,37.534394,126.973014,2018-02-28
공중화장실,삼각지,서울특별시용산구한강대로지하185,서울특별시용산구한강대로지하185,N,7,5,1,0,0,0,4,1,0,서울교통공사,02-6311-6281,05:00~01:00,01-Jun,37.53563,126.974797,2018-02-28
공중화장실,삼산체육관,인천광역시부평구길주로지하713,인천광역시부평구길주로지하713,N,9,5,1,0,0,0,9,1,0,서울교통공사,02-6311-7571,05:00~01:00,12-Oct,37.506483,126.739835,2018-02-28
공중화장실,삼성,서울특별시강남구테헤란로지하538,서울특별시강남구삼성동172-82,N,4,8,2,0,0,1,13,2,0,서울교통공사,02-6110-2191,05:00~01:00,09-Jan,37.508826,127.063067,2018-02-28
공중화장실,상도,서울특별시동작구상도로지하272,서울특별시동작구상도로지하272,N,7,5,1,0,0,0,6,1,0,서울교통공사,02-6311-7391,05:00~01:00,01-Jan,37.503072,126.945564,2018-02-28
공중화장실,상동,경기도부천시원미구길주로지하104,경기도부천시원미구길주로지하104,N,7,4,1,0,0,0,11,1,0,서울교통공사,02-6311-7561,05:00~01:00,12-Oct,37.505802,126.750958,2018-02-28
공중화장실,상봉,서울특별시중랑구망우로297,서울특별시중랑구망우로297,N,13,8,1,0,1,0,14,1,1,서울교통공사,02-6311-7201,05:00~01:00,09-Oct,37.595254,127.083664,2018-02-28
공중화장실,상수,서울특별시마포구독막로지하85,서울특별시마포구독막로지하85,N,7,5,1,0,0,0,6,1,0,서울교통공사,02-6311-6231,05:00~01:00,01-Mar,37.547703,126.920759,2018-02-28
공중화장실,상계,서울특별시노원구상계로182,서울특별시노원구상계5동173,N,5,4,2,0,2,1,10,2,2,서울교통공사,02-6110-4101,05:00~01:00,10-Jan,37.661095,127.073526,2018-02-28
공중화장실,상왕십리,서울특별시성동구왕십리로지하374,서울특별시성동구하왕2동946-14,N,5,6,2,0,1,1,12,2,2,서울교통공사,02-6110-2071,05:00~01:00,06-Jan,37.563933,127.029793,2018-02-28
공중화장실,상월곡,서울특별시성북구화랑로지하157,서울특별시성북구화랑로지하157,N,10,6,1,0,0,0,8,1,0,서울교통공사,02-6311-6421,05:00~01:00,01-May,37.6066,127.046673,2018-02-28
공중화장실,상일동,서울특별시강동구고덕로지하359,서울특별시강동구고덕로지하359,N,8,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5531,05:00~01:00,15-Dec,37.557055,127.166995,2018-02-28
공중화장실,새절,서울특별시은평구증산로지하400,서울특별시은평구증산로지하400,N,8,6,1,0,0,0,5,1,0,서울교통공사,02-6311-6161,05:00~01:00,01-Mar,37.591014,126.911393,2018-02-28
공중화장실,서대문,서울특별시종로구통일로지하126,서울특별시종로구통일로지하126,N,12,7,1,0,1,0,12,1,1,서울교통공사,02-6311-5321,05:00~01:00,09-Oct,37.56577,126.964461,2018-02-28
공중화장실,서울(1),서울특별시중구세종대로지하2,서울특별시중구봉래동2가122,N,4,4,1,0,0,0,4,1,0,서울교통공사,02-6110-1331,05:00~01:00,Jan-00,37.556878,126.972578,2018-02-28
공중화장실,서울(4),서울특별시용산구한강대로지하392,서울특별시용산구동자동14,N,3,3,1,0,0,0,3,1,0,서울교통공사,02-6110-4261,05:00~01:00,Jan-00,37.535982,126.971351,2018-02-28
공중화장실,서울대입구,서울특별시관악구남부순환로지하1822,서울특별시관악구봉천6동979-1,N,4,5,1,1,0,1,7,1,0,서울교통공사,02-6110-2281,05:00~01:00,06-Jan,37.481113,126.952634,2018-02-28
공중화장실,서초,서울특별시서초구서초대로지하233,서울특별시서초구서초3동1500,N,5,4,2,0,1,1,10,2,2,서울교통공사,02-6110-2241,05:00~01:00,10-Jan,37.492765,127.010541,2018-02-28
공중화장실,석계,서울특별시노원구화랑로지하347-1,서울특별시노원구화랑로지하347-1,N,7,4,1,0,0,0,7,1,0,서울교통공사,02-6311-6441,05:00~01:00,01-May,37.615233,127.064155,2018-02-28
공중화장실,석계,서울특별시노원구화랑로지하347-1,서울특별시노원구화랑로지하347-1,N,6,4,1,1,0,0,5,1,0,서울교통공사,02-6311-6441,05:00~01:00,01-May,37.615233,127.064155,2018-02-28
공중화장실,석촌,서울특별시송파구송파대로지하439,서울특별시송파구송파대로지하439,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-8151,05:00~01:00,09-Oct,37.505438,127.104792,2018-02-28
공중화장실,선릉,서울특별시강남구테헤란로지하340,서울특별시강남구삼성2동143-42,N,7,3,2,0,2,1,12,2,2,서울교통공사,02-6110-2201,05:00~01:00,13-Jan,37.508826,127.063067,2018-02-28
공중화장실,성수,서울특별시성동구아차산로100,서울특별시성동구성수2가300-1,N,4,3,2,0,0,1,12,2,0,서울교통공사,02-6110-2111,05:00~01:00,08-Jan,37.544601,127.056885,2018-02-28
공중화장실,성신여대입구,서울특별시성북구동소문로지하102,서울특별시성북구동선동4가1,N,6,5,2,0,2,1,13,2,2,서울교통공사,02-6110-4181,05:00~01:00,11-Jan,37.593048,127.016714,2018-02-28
공중화장실,송정,서울특별시강서구공항대로지하33,서울특별시강서구공항대로지하33,N,6,4,1,0,0,0,8,1,0,서울교통공사,02-6311-5131,05:00~01:00,05-Nov,36.344485,126.875648,2018-02-28
공중화장실,송파,서울특별시송파구송파대로지하354,서울특별시송파구송파대로지하354,N,8,5,1,0,1,0,8,1,1,서울교통공사,02-6311-8161,05:00~01:00,15-Dec,37.505438,127.098226,2018-02-28
공중화장실,수진,경기도성남시수정구산성대로지하200,경기도성남시수정구산성대로지하200,N,7,4,1,0,1,0,10,1,1,서울교통공사,02-6311-8251,05:00~01:00,12-Oct,37.437611,127.138831,2018-02-28
공중화장실,수락산,서울특별시노원구동일로지하1662,서울특별시노원구동일로지하1662,N,12,7,1,0,1,0,12,1,1,서울교통공사,02-6311-7111,05:00~01:00,09-Oct,37.677881,127.053104,2018-02-28
공중화장실,수서,서울특별시강남구광평로지하270,서울특별시강남구수서동439-2,N,4,4,2,0,1,1,9,2,1,서울교통공사,02-6110-3491,05:00~01:00,09-Jan,37.48735,127.101842,2018-02-28
공중화장실,수유,서울특별시강북구도봉로지하338,서울특별시강북구수유3동140,N,5,5,2,0,2,1,11,2,2,서울교통공사,02-6110-4141,05:00~01:00,10-Jan,37.639775,127.027208,2018-02-28
공중화장실,숙대입구,서울특별시용산구한강대로지하306,서울특별시용산구갈월동101,N,6,6,2,1,2,1,12,2,2,서울교통공사,02-6110-4271,05:00~01:00,12-Jan,37.545528,126.97197,2018-02-28
공중화장실,숭실대입구,서울특별시동작구상도로지하378,서울특별시동작구상도로지하378,N,11,8,1,0,0,0,10,1,0,서울교통공사,02-6311-7381,05:00~01:00,01-Jan,37.496374,126.951315,2018-02-28
공중화장실,시청(1),서울특별시중구세종대로지하101,서울특별시중구태평로1가31,N,7,4,2,0,2,1,16,2,2,서울교통공사,02-6110-1321,05:00~01:00,13-Jan,37.565682,126.976849,2018-02-28
공중화장실,시청(2)(지하1층),서울특별시중구서소문로127,서울특별시중구서소문동27,N,3,3,2,0,0,1,8,2,0,서울교통공사,02-6110-2011,05:00~01:00,08-Jan,37.561279,126.969321,2018-02-28
공중화장실,시청(2)(지하2층),서울특별시중구서소문로127,서울특별시중구서소문동27,N,3,4,1,0,0,0,4,1,0,서울교통공사,02-6110-2011,05:00~01:00,08-Jan,37.561279,126.969321,2018-02-28
공중화장실,신길,서울특별시영등포구경인로114가길지하9,서울특별시영등포구경인로114가길지하9,N,8,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5251,05:00~01:00,15-Dec,37.517346,126.914221,2018-02-28
공중화장실,신당,서울특별시중구다산로지하260,서울특별시중구다산로지하260,N,5,3,1,0,1,0,5,1,1,서울교통공사,02-6311-6351,05:00~01:00,16-Nov,37.565671,127.017279,2018-02-28
공중화장실,신정,서울특별시양천구오목로지하179,서울특별시양천구오목로지하179,N,8,5,1,0,1,0,8,1,1,서울교통공사,02-6311-5191,05:00~01:00,09-Oct,37.524977,126.853975,2018-02-28
공중화장실,신풍,서울특별시영등포구신풍로지하27,서울특별시영등포구신풍로지하27,N,8,5,1,0,0,0,5,1,0,서울교통공사,02-6311-7431,05:00~01:00,01-Jan,37.50013,126.90678,2018-02-28
공중화장실,신흥,경기도성남시수정구산성대로지하280,경기도성남시수정구산성대로지하280,N,9,5,1,0,0,0,9,1,0,서울교통공사,02-6311-8241,05:00~01:00,07-Sep,37.440749,127.144161,2018-02-28
공중화장실,신금호,서울특별시성동구금호로지하154,서울특별시성동구금호로지하154,N,7,5,1,0,1,0,7,1,1,서울교통공사,02-6311-5381,05:00~01:00,09-Oct,37.554468,127.018605,2018-02-28
공중화장실,신답,서울특별시성동구천호대로232,서울특별시성동구용답동128,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1351,05:00~01:00,03-Jan,37.569744,127.046945,2018-02-28
공중화장실,신당,서울특별시중구퇴계로지하431-1,서울특별시중구신당5동106-1,N,4,5,2,0,0,1,13,2,1,서울교통공사,02-6110-2061,05:00~01:00,08-Jan,37.565281,127.01664,2018-02-28
공중화장실,신대방,서울특별시동작구대림로2,서울특별시동작구신대방1동643-1,N,5,3,2,0,1,1,13,2,1,서울교통공사,02-6110-2311,05:00~01:00,11-Jan,37.48751,126.912991,2018-02-28
공중화장실,신대방,서울특별시동작구대림로2,서울특별시동작구대림로2,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7411,05:00~01:00,01-Jan,37.487519,126.911093,2018-02-28
공중화장실,신도림(게이트내),서울특별시구로구새말로117-21,서울특별시구로구신도림동460-26,N,4,7,2,0,1,2,14,2,1,서울교통공사,02-6110-2341,05:00~01:00,11-Jan,37.508687,126.890903,2018-02-28
공중화장실,신도림(게이트외),서울특별시구로구새말로117-21,서울특별시구로구신도림동460-26,N,9,4,2,0,2,2,15,2,2,서울교통공사,02-6110-2341,05:00~01:00,11-Jan,37.508687,126.890903,2018-02-28
공중화장실,신림,서울특별시관악구남부순환로지하1614,서울특별시관악구신림본동1640-1,N,7,6,2,1,2,1,14,2,2,서울교통공사,02-6110-2301,05:00~01:00,10-Jan,37.484178,126.929789,2018-02-28
공중화장실,신사,서울특별시강남구도산대로지하102,서울특별시강남구신사동501,N,4,4,2,0,1,1,9,2,1,서울교통공사,02-6110-3371,05:00~01:00,09-Jan,37.516392,127.020307,2018-02-28
공중화장실,신설동(1),서울특별시동대문구왕산로지하1,서울특별시동대문구신설동97-75,N,6,3,2,0,1,1,11,2,1,서울교통공사,02-6110-1261,05:00~01:00,14-Jan,37.576087,127.02456,2018-02-28
공중화장실,신설동(2),서울특별시동대문구왕산로지하1,서울특별시동대문구신설동97-75,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1371,05:00~01:00,06-Jan,37.576087,127.02456,2018-02-28
공중화장실,신용산,서울특별시용산구한강대로지하112,서울특별시용산구한강로2가181,N,4,7,1,0,0,0,7,1,0,서울교통공사,02-6110-4291,05:00~01:00,03-Jan,37.529364,126.968299,2018-02-28
공중화장실,신정네거리,서울특별시양천구중앙로지하261,서울특별시양천구신정3동1231,N,5,4,2,0,2,1,10,2,2,서울교통공사,02-6110-2461,05:00~01:00,10-Jan,37.518294,126.853619,2018-02-28
공중화장실,신중동,경기도부천시원미구길주로지하314,경기도부천시원미구길주로지하314,N,9,6,1,0,0,0,14,1,0,서울교통공사,02-6311-7541,05:00~01:00,12-Oct,37.503052,126.773771,2018-02-28
공중화장실,신천,서울특별시송파구올림픽로지하140,서울특별시송파구잠실본동5,N,6,4,2,0,2,1,12,2,2,서울교통공사,02-6110-2171,05:00~01:00,10-Jan,37.511568,127.090608,2018-02-28
공중화장실,신촌,서울특별시마포구신촌로지하90,서울특별시마포구노고산동31-11,N,4,7,2,0,0,1,12,2,1,서울교통공사,02-6110-2401,05:00~01:00,08-Jan,37.554667,126.9375,2018-02-28
공중화장실,쌍문,서울특별시도봉구도봉로지하486-1,서울특별시도봉구창1동659-12,N,5,7,1,0,0,0,6,1,0,서울교통공사,02-6110-4131,05:00~01:00,02-Jan,37.648811,127.034866,2018-02-28
공중화장실,아차산,서울특별시광진구천호대로지하657,서울특별시광진구천호대로지하657,N,7,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5451,05:00~01:00,15-Dec,37.551959,127.087363,2018-02-28
공중화장실,아현,서울특별시마포구신촌로지하270,서울특별시마포구아현2동329,N,4,2,2,0,2,1,7,2,2,서울교통공사,02-6110-2421,05:00~01:00,09-Jan,37.55589,126.955661,2018-02-28
공중화장실,안암,서울특별시성북구인촌로지하89,서울특별시성북구인촌로지하89,N,6,4,1,0,0,0,4,1,0,서울교통공사,02-6311-6391,05:00~01:00,01-Jan,37.587422,127.029258,2018-02-28
공중화장실,안암,서울특별시성북구인촌로지하89,서울특별시성북구인촌로지하89,N,6,4,0,0,0,0,6,0,0,서울교통공사,02-6311-6391,05:00~01:00,01-Jan,37.587422,127.029258,2018-02-28
공중화장실,안국,서울특별시종로구율곡로지하62,서울특별시종로구안국동148,N,5,4,2,0,1,1,9,2,2,서울교통공사,02-6110-3281,05:00~01:00,12-Jan,37.576696,126.985804,2018-02-28
공중화장실,암사,서울특별시강동구올림픽로지하776,서울특별시강동구올림픽로지하776,N,12,9,1,0,0,0,10,1,0,서울교통공사,02-6311-8101,05:00~01:00,Aug-99,37.550646,127.125659,2018-02-28
공중화장실,압구정,서울특별시강남구압구정로지하172,서울특별시강남구압구정동668,N,4,5,2,0,1,1,10,2,1,서울교통공사,02-6110-3361,05:00~01:00,09-Jan,37.523526,127.028326,2018-02-28
공중화장실,애오개,서울특별시마포구마포대로지하210,서울특별시마포구마포대로지하210,N,9,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5301,05:00~01:00,12-Oct,37.55359,126.95455,2018-02-28
공중화장실,약수,서울특별시중구다산로지하115,서울특별시중구다산로지하115,N,8,5,1,0,0,0,4,1,0,서울교통공사,02-6311-6331,05:00~01:00,01-Aug,37.553465,127.009158,2018-02-28
공중화장실,약수,서울특별시중구다산로지하122,서울특별시중구신당3동373-13,N,6,8,2,1,1,0,9,2,0,서울교통공사,02-6110-3331,05:00~01:00,07-Jan,37.55438,127.011016,2018-02-28
공중화장실,양평,서울특별시영등포구양산로지하21,서울특별시영등포구양산로지하21,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-5221,05:00~01:00,09-Oct,37.509109,127.049088,2018-02-28
공중화장실,양재,서울특별시서초구남부순환로지하2585,서울특별시서초구양재1동산27-2,N,3,4,1,0,0,0,3,1,0,서울교통공사,02-6110-3421,05:00~01:00,Jan-00,37.484761,127.033371,2018-02-28
공중화장실,양천구청,서울특별시양천구목동로3길지하33,서울특별시양천구신정7동165-1,N,5,3,2,0,1,1,10,2,1,서울교통공사,02-6110-2451,05:00~01:00,14-Jan,37.512518,126.865711,2018-02-28
공중화장실,어린이대공원,서울특별시광진구능동로지하210,서울특별시광진구능동로지하210,N,11,7,1,0,1,0,11,1,1,서울교통공사,02-6311-7261,05:00~01:00,09-Oct,37.547905,127.072404,2018-02-28
공중화장실,여의나루,서울특별시영등포구여의동로지하343,서울특별시영등포구여의동로지하343,N,15,10,1,0,1,0,15,1,1,서울교통공사,02-6311-5271,05:00~01:00,08-Dec,37.527141,126.930621,2018-02-28
공중화장실,여의도,서울특별시영등포구여의나루로지하40,서울특별시영등포구여의나루로지하40,N,13,8,1,0,0,0,11,1,0,서울교통공사,02-6311-5261,05:00~01:00,05-Oct,37.52157,126.922123,2018-02-28
공중화장실,역촌,서울특별시은평구서오릉로지하63,서울특별시은평구서오릉로지하63,N,8,6,1,0,0,0,4,1,0,서울교통공사,02-6311-6111,05:00~01:00,01-Mar,37.60515,126.919893,2018-02-28
공중화장실,역삼,서울특별시강남구테헤란로지하156,서울특별시강남구역삼1동737,N,4,4,2,0,0,0,9,2,0,서울교통공사,02-6110-2211,05:00~01:00,06-Jan,37.498128,127.028303,2018-02-28
공중화장실,연신내,서울특별시은평구통일로지하849,서울특별시은평구갈현동439,N,3,6,0,0,0,0,4,0,0,서울교통공사,02-6110-3211,05:00~01:00,Jan-00,37.618888,126.920832,2018-02-28
공중화장실,연신내,서울특별시은평구통일로지하849,서울특별시은평구통일로지하849,N,7,3,0,0,0,0,7,0,0,서울교통공사,,05:00~01:00,01-Mar,37.618812,126.918653,2018-02-28
공중화장실,영등포구청,서울특별시영등포구당산로지하121,서울특별시영등포구당산동3가385,N,6,8,2,0,1,1,14,2,1,서울교통공사,02-6110-2361,05:00~01:00,09-Jan,37.525656,126.896614,2018-02-28
공중화장실,영등포구청,서울특별시영등포구양산로지하116,서울특별시영등포구양산로지하116,N,6,3,1,0,0,0,8,1,0,서울교통공사,02-6311-5231,05:00~01:00,11-Aug,37.526714,126.893067,2018-02-28
공중화장실,영등포시장,서울특별시영등포구양산로지하200,서울특별시영등포구양산로지하200,N,9,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5241,05:00~01:00,10-Nov,37.521638,126.902798,2018-02-28
공중화장실,오금,서울특별시송파구오금로지하321,서울특별시송파구오금로지하321,N,5,3,1,0,1,0,5,1,1,서울교통공사,02-6311-5571,05:00~01:00,14-Oct,37.502234,127.126165,2018-02-28
공중화장실,오금(게이트내),서울특별시송파구오금로지하321,서울특별시송파구오금동44-2번지,N,3,1,0,0,1,0,3,0,1,서울교통공사,02-6110-3521,05:00~01:00,10-Jan,37.503246,127.126342,2018-02-28
공중화장실,오금(게이트외),서울특별시송파구오금로지하321,서울특별시송파구오금동44-2번지,N,4,2,2,0,1,1,12,2,1,서울교통공사,02-6110-3521,05:00~01:00,10-Jan,37.503246,127.126342,2018-02-28
공중화장실,오목교,서울특별시양천구오목로지하342,서울특별시양천구오목로지하342,N,7,5,1,0,0,0,5,1,0,서울교통공사,02-6311-5211,05:00~01:00,04-Dec,37.524553,126.872861,2018-02-28
공중화장실,옥수(2층),서울특별시성동구동호로21,서울특별시성동구옥수동168-1,N,3,4,0,0,0,0,0,0,0,서울교통공사,02-6110-3351,05:00~01:00,Jan-00,37.546675,127.016245,2018-02-28
공중화장실,옥수(3층금호역측),서울특별시성동구동호로21,서울특별시성동구옥수동168-1,N,2,4,1,0,0,0,2,1,0,서울교통공사,02-6110-3351,05:00~01:00,Jan-00,37.546675,127.016245,2018-02-28
공중화장실,옥수(3층환승통로측),서울특별시성동구동호로21,서울특별시성동구옥수동168-1,N,3,4,1,0,0,1,7,1,0,서울교통공사,02-6110-3351,05:00~01:00,02-Jan,37.546675,127.016245,2018-02-28
공중화장실,온수,서울특별시구로구경인로3길지하64,서울특별시구로구경인로3길지하64,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7501,05:00~01:00,Jan-00,37.492151,126.821446,2018-02-28
공중화장실,올림픽공원,서울특별시송파구양재대로지하1233,서울특별시송파구양재대로지하1233,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5551,05:00~01:00,10-Nov,37.516628,127.128901,2018-02-28
공중화장실,왕십리,서울특별시성동구왕십리로지하300,서울특별시성동구행당1동246,N,4,4,2,0,0,0,9,2,0,서울교통공사,02-6110-2081,05:00~01:00,09-Jan,37.562259,127.037228,2018-02-28
공중화장실,왕십리,서울특별시성동구왕십리로지하300,서울특별시성동구왕십리로지하300,N,9,5,1,0,1,0,14,1,1,서울교통공사,02-6311-5401,05:00~01:00,10-Nov,37.557983,127.018657,2018-02-28
공중화장실,용답,서울특별시성동구용답길86,서울특별시성동구용답동127,N,2,2,1,0,0,0,3,1,0,서울교통공사,02-6110-1341,05:00~01:00,06-Jan,37.558689,127.053172,2018-02-28
공중화장실,용두(내선대합실),서울특별시동대문구천호대로지하129,서울특별시동대문구용두동47-1,N,2,2,2,0,0,1,4,2,0,서울교통공사,02-6110-1361,05:00~01:00,05-Jan,37.573858,127.03799,2018-02-28
공중화장실,용두(내선승강장),서울특별시동대문구천호대로지하129,서울특별시동대문구용두동47-1,N,1,1,0,0,0,0,3,0,0,서울교통공사,02-6110-1361,05:00~01:00,05-Jan,37.573858,127.03799,2018-02-28
공중화장실,용두(외선대합실),서울특별시동대문구천호대로지하129,서울특별시동대문구용두동47-1,N,2,2,2,0,0,1,5,2,0,서울교통공사,02-6110-1361,05:00~01:00,05-Jan,37.573858,127.03799,2018-02-28
공중화장실,용두(외선승강장),서울특별시동대문구천호대로지하129,서울특별시동대문구용두동47-1,N,1,1,0,0,0,0,3,0,0,서울교통공사,02-6110-1361,05:00~01:00,05-Jan,37.573858,127.03799,2018-02-28
공중화장실,용마산,서울특별시중랑구용마산로지하227,서울특별시중랑구용마산로지하227,N,9,5,1,0,1,0,9,1,1,서울교통공사,02-6311-7231,05:00~01:00,09-Jul,37.573793,127.084629,2018-02-28
공중화장실,우장산,서울특별시강서구강서로지하262,서울특별시강서구강서로지하262,N,6,3,1,0,1,0,6,1,1,서울교통공사,02-6311-5161,05:00~01:00,09-Oct,37.558683,126.82884,2018-02-28
공중화장실,월곡,서울특별시성북구월곡로지하107,서울특별시성북구월곡로지하107,N,11,8,1,0,0,0,7,1,0,서울교통공사,02-6311-6411,05:00~01:00,01-Aug,37.601925,127.039341,2018-02-28
공중화장실,월드컵경기장,서울특별시마포구월드컵로지하240,서울특별시마포구월드컵로지하240,N,13,8,1,0,0,0,8,1,0,서울교통공사,02-6311-6191,05:00~01:00,01-Mar,37.569656,126.896869,2018-02-28
공중화장실,월드컵경기장,서울특별시마포구월드컵로지하240,서울특별시마포구월드컵로지하240,N,13,9,1,0,0,0,7,1,0,서울교통공사,02-6311-6191,05:00~01:00,01-Mar,37.569656,126.896869,2018-02-28
공중화장실,을지로3가(2),서울특별시중구을지로지하106,서울특별시중구을지로3가70-1,N,5,7,2,0,1,1,14,2,1,서울교통공사,02-6110-2031,05:00~01:00,09-Jan,37.566171,126.990203,2018-02-28
공중화장실,을지로3가(3),서울특별시중구을지로지하129,서울특별시중구을지로3가118,N,3,5,1,0,0,0,3,1,0,서울교통공사,02-6110-3301,05:00~01:00,Jan-00,37.566412,126.994185,2018-02-28
공중화장실,을지로4가,서울특별시중구창경궁로지하51,서울특별시중구창경궁로지하51,N,8,4,1,0,1,0,8,1,1,서울교통공사,02-6311-5351,05:00~01:00,10-Nov,37.567015,126.995642,2018-02-28
공중화장실,을지로4가(2),서울특별시중구을지로지하178,서울특별시중구을지로4가261,N,7,3,2,0,2,1,12,2,2,서울교통공사,02-6110-2041,05:00~01:00,12-Jan,37.566489,126.996528,2018-02-28
공중화장실,을지로입구,서울특별시중구을지로지하42,서울특별시중구을지로1가89-1,N,4,5,2,0,0,0,10,2,0,서울교통공사,02-6110-2021,05:00~01:00,09-Jan,37.566066,126.982022,2018-02-28
공중화장실,응암,서울특별시은평구증산로지하477,서울특별시은평구증산로지하477,N,7,4,1,0,1,0,7,1,1,서울교통공사,02-6311-6101,05:00~01:00,01-Mar,37.598472,126.913403,2018-02-28
공중화장실,이수,서울특별시동작구사당로지하310,서울특별시동작구사당로지하310,N,9,6,1,0,0,0,6,1,0,서울교통공사,02-6311-7361,05:00~01:00,01-Jan,37.485936,126.979819,2018-02-28
공중화장실,이수,서울특별시동작구사당로지하310,서울특별시동작구사당로지하310,N,9,6,1,0,0,0,7,1,0,서울교통공사,02-6311-7361,05:00~01:00,01-Jan,37.485936,126.979819,2018-02-28
공중화장실,이대,서울특별시마포구신촌로지하180,서울특별시마포구대흥동2,N,5,4,1,0,0,0,12,1,0,서울교통공사,02-6110-2411,05:00~01:00,01-Jan,37.556813,126.947712,2018-02-28
공중화장실,이촌,서울특별시용산구서빙고로지하83,서울특별시용산구용산동5가17,N,5,3,2,0,1,1,12,2,1,서울교통공사,02-6110-4301,05:00~01:00,09-Jan,37.522481,126.973671,2018-02-28
공중화장실,이태원,서울특별시용산구이태원로지하177,서울특별시용산구이태원로지하177,N,8,5,1,0,0,0,5,1,0,서울교통공사,02-6311-6301,05:00~01:00,10-Nov,37.534533,126.99239,2018-02-28
공중화장실,일원,서울특별시강남구일원로지하121,서울특별시강남구일원본동214,N,4,6,1,0,0,0,5,1,0,서울교통공사,02-6110-3481,05:00~01:00,06-Jan,37.483953,127.084413,2018-02-28
공중화장실,잠실,서울특별시송파구올림픽로305,서울특별시송파구올림픽로305,N,10,6,1,0,1,0,14,1,1,서울교통공사,02-6311-8141,05:00~01:00,14-Jul,37.513152,127.101221,2018-02-28
공중화장실,잠실,서울특별시송파구올림픽로지하265,서울특별시송파구잠실5동27,N,8,10,2,0,2,1,19,2,2,서울교통공사,02-6110-2161,05:00~01:00,09-Jan,37.517661,127.074659,2018-02-28
